iter	Passed	Remaining
1660	92483	7739
1661	92541	7683
1662	92602	7628
1663	92657	7572
1664	92711	7517
1665	92766	7461
1666	92818	7405
1667	92874	7349
1668	92933	7294
1669	92985	7238
1670	93040	7182
1671	93095	7126
1672	93153	7071
1673	93190	7014
1674	93250	6959
1675	93305	6903
1676	93359	6847
1677	93408	6791
1678	93463	6735
1679	93519	6679
1680	93576	6624
1681	93629	6568
1682	93682	6512
1683	93734	6456
1684	93792	6401
1685	93850	6345
1686	93904	6289
1687	93963	6234
1688	94017	6178
1689	94076	6123
1690	94135	6067
1691	94188	6012
1692	94243	5956
1693	94291	5900
1694	94347	5844
1695	94404	5788
1696	94457	5733
1697	94513	5677
1698	94576	5622
1699	94629	5566
1700	94686	5510
1701	94746	5455
1702	94801	5399
1703	94860	5344
1704	94919	5288
1705	94976	5233
1706	95033	5177
1707	95093	5122
1708	95152	5066
1709	95209	5011
1710	95271	4955
1711	95330	4900
1712	95390	4844
1713	95446	4789
1714	95501	4733
1715	95558	4677
1716	95614	4622
1717	95672	4566
1718	95734	4511
1719	95787	4455
1720	95843	4399
1721	95903	4344
1722	95960	4288
1723	96016	4232
1724	96078	4177
1725	96136	4121
1726	96191	4065
1727	96248	4010
1728	96305	3954
1729	96367	3899
1730	96422	3843
1731	96474	3787
1732	96531	3732
1733	96590	3676
1734	96655	3621
1735	96714	3565
1736	96771	3509
1737	96831	3454
1738	96886	3398
1739	96948	3343
1740	97006	3287
1741	97063	3231
1742	97118	3175
1743	97168	3120
1744	97219	3064
1745	97281	3008
1746	97332	2952
1747	97393	2897
1748	97451	2841
1749	97509	2785
1750	97565	2730
1751	97625	2674
1752	97683	2619
1753	97741	2563
1754	97800	2507
1755	97854	2451
1756	97909	2396
1757	97967	2340
1758	98028	2284
1759	98085	2229
1760	98136	2173
1761	98195	2117
1762	98259	2062
1763	98316	2006
1764	98374	1950
1765	98431	1895
1766	98486	1839
1767	98540	1783
1768	98603	1727
1769	98662	1672
1770	98718	1616
1771	98772	1560
1772	98831	1505
1773	98886	1449
1774	98943	1393
1775	98992	1337
1776	99047	1281
1777	99106	1226
1778	99167	1170
1779	99221	1114
1780	99287	1059
1781	99347	1003
1782	99408	947
1783	99462	892
1784	99521	836
1785	99576	780
1786	99635	724
1787	99685	669
1788	99743	613
1789	99800	557
1790	99859	501
1791	99913	446
1792	99968	390
1793	100025	334
1794	100080	278
1795	100138	223
1796	100199	167
1797	100258	111
1798	100313	55
1799	100372	0
